,alcoholic,cocktail_name,glass,ingredients,ingredients_and_quantities,instructions,cocktail_picture,popular_month_name,visitors,popular_month_no,popular_season_name,alcohol_type_includes,liqueurs_includes
66,Alcoholic,Casino,Cocktail glass,"Cherry, Orange Bitters, Lemon Juice, Maraschino Liqueur, Gin, ","Cherry - 1 , Orange bitters - 2 dashes , Lemon juice - 1/4 tsp , Maraschino liqueur - 1/4 tsp , Gin - 2 oz ,",Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,http://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,,,,,['gin'],['liqueurs']
67,Alcoholic,Cafe Savoy,Coffee mug,"Brandy, Triple Sec, Milk, Coffee, ","Brandy, Triple sec - 1/2 oz , Milk - 1/2 oz , Coffee,","Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",http://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,,,,,['brandy'],['liqueurs']
68,Alcoholic,Caipirinha,Old-fashioned glass,"Cachaca, Lime, Sugar, ","Cachaca - 2 1/2 oz , Lime - 1 , Sugar - 2 tsp,",Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,http://www.thecocktaildb.com/images/media/drink/xyrppt1469090521.jpg,September,5524.0,9.0,Autumn,,
69,Alcoholic,Cream Soda,Highball glass,"Ginger Ale, Spiced Rum, ","Ginger ale, Spiced rum - 1 oz ,",Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,,,,,"['beer', 'gin', 'rum']",
70,Alcoholic,Cuba Libra,Highball glass,"Ice, Coca-Cola, Lime, Dark Rum, ","Ice, Coca-Cola - Fill with , Lime - Squeeze , Dark rum - 1-2 shot ,",Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,http://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,,,,,['rum'],
71,Alcoholic,Cherry Rum,Cocktail glass,"Light Cream, Cherry Brandy, Light Rum, ","Light cream - 1 tblsp , Cherry brandy - 1 1/2 tsp , Light rum - 1 1/4 oz ,","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,,,,,"['brandy', 'rum']",
72,Alcoholic,Cuba Libre,Highball glass,"Coca-Cola, Lime, Light Rum, ","Coca-Cola, Lime - Juice of 1/2 , Light rum - 2 oz ,",Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,https://tilind.com/wp-content/uploads/2022/02/Cuban-Libre.jpg,Oktober,1.0,10.0,Autumn,['rum'],
73,Alcoholic,Corn n Oil,Old-fashioned glass,"Blackstrap Rum, Añejo Rum, Angostura Bitters, Falernum, Lime, ","blackstrap rum - 1 oz, Añejo rum - 1 oz, Angostura Bitters - 2 dashes, Falernum - 1/3 oz, Lime - 1/2,","Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",https://www.cocktailia.se/images/74/g6fzlv-corn-and-oil-drink-recept-1920x1600_157x97.webp,,,,,"['beer', 'rum']",
74,Alcoholic,Citrus Coke,Highball Glass,"Coca-Cola, Bacardi Limon, ","Coca-Cola - 2 parts , Bacardi Limon - 1 part ,",Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,http://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,,,,,['rum'],
75,Alcoholic,Casa Blanca,Cocktail glass,"Maraschino Liqueur, Lime Juice, Triple Sec, Light Rum, ","Maraschino liqueur - 1 1/2 tsp , Lime juice - 1 1/2 tsp , Triple sec - 1 1/2 tsp , Light rum - 2 oz ,","Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg,,,,,['rum'],['liqueurs']
76,Alcoholic,Clover Club,Cocktail glass,"Egg White, Lemon, Grenadine, Gin, ","Egg white - 1 , Lemon - Juice of 1/2 , Grenadine - 2 tsp , Gin - 1 1/2 oz ,","Dry shake ingredients to emulsify, add ice, shake and served straight up.",http://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,,,,,['gin'],
77,Alcoholic,Caipirissima,Collins Glass,"Ice, White Rum, Sugar, Lime, ","Ice - crushed , White rum - 2-3 oz , Sugar - 2 tblsp , Lime - 2 ,",Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,http://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,,,,,['rum'],
78,Alcoholic,City Slicker,Cocktail glass,"Lemon Juice, Triple Sec, Brandy, ","Lemon juice - 1 tblsp , Triple sec - 1/2 oz , Brandy - 2 oz ,","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,,,,,['brandy'],['liqueurs']
79,Alcoholic,Campari Beer,Beer mug,"Campari, Lager, ","Campari - 1 1/2 cl , Lager - 1 bottle ,",Use a 15 oz glass. Add Campari first. Fill with beer.,http://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,,,,,['beer'],
80,Alcoholic,Chicago Fizz,Highball glass,"Carbonated Water, Egg White, Powdered Sugar, Lemon, Port, Light Rum, ","Carbonated water, Egg white - 1 , Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Port - 1 oz , Light rum - 1 oz ,","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",http://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,,,,,"['rum', 'wine']",
81,Alcoholic,Cosmopolitan,Cocktail glass,"Cranberry Juice, Cointreau, Lime Juice, Vodka, ","Cranberry juice - 1/4 cup , Cointreau - 1/4 oz , Lime juice - 1/4 oz , Vodka - 1 1/4 oz ,",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,,,,,['vodka'],['liqueurs']
82,Alcoholic,Coffee-Vodka,Collins Glass,"Caramel Coloring, Vodka, Vanilla, Coffee, Sugar, Water, ","Caramel coloring, Vodka - 1 1/2 cup, Vanilla - 1/2, Coffee - 1/2 cup instant , Sugar - 2 cups white , Water - 2 cups ,","Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",http://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,,,,,['vodka'],
83,Alcoholic,Casino Royale,Whiskey sour glass,"Egg Yolk, Orange Bitters, Maraschino Liqueur, Lemon Juice, Gin, ","Egg yolk - 1 , Orange bitters - 1 dash , Maraschino liqueur - 1 tsp , Lemon juice - 1/2 oz , Gin - 2 oz ,","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",http://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,,,,,['gin'],['liqueurs']
84,Alcoholic,Corpse Reviver,Cocktail glass,"Absinthe, Lemon Juice, Lillet Blanc, Triple Sec, Gin, ","Absinthe - 1 dash, Lemon Juice - 3/4 oz, Lillet Blanc - 3/4 oz, Triple Sec - 3/4 oz, Gin - 3/4 oz,","Shake, strain, straight up, cocktail glass rinsed with absinthe

",https://www.thecocktaildb.com/images/media/drink/gifgao1513704334.jpg,,,,,['gin'],['liqueurs']
85,Alcoholic,Chocolate Milk,Shot Glass,"Amaretto, Milk, Chocolate Liqueur, ","Amaretto - 1 dash , Milk - 1/2 shot , Chocolate liqueur - 1/2 shot ,","Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",http://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,,,,,,['liqueurs']
86,Alcoholic,Clove Cocktail,Cocktail glass,"Wine, Sloe Gin, Sweet Vermouth, ","Wine - 1/2 oz Muscatel , Sloe gin - 1/2 oz , Sweet Vermouth - 1 oz ,","Stir all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,,,,,"['gin', 'wine']",['liqueurs']
87,Alcoholic,Coffee Liqueur,Collins Glass,"Water, Vodka, Sugar, Vanilla Extract, Coffee, ","Water - 2 1/2 cups , Vodka - 1 qt , Sugar - 2 1/2 cups , Vanilla extract - 4 tblsp , Coffee - 10 tblsp instant ,","Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.",http://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,,,,,['vodka'],
88,Non alcoholic,Coke and Drops,Cocktail glass,"Lemon Juice, Coca-Cola, ","Lemon juice - 7 drops , Coca-Cola - 1 dl ,","Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",https://insanelygoodrecipes.com/wp-content/uploads/2021/10/Rum-and-Cola-Cuba-Libre-with-Lime-and-Ice-683x1024.webp,,,,,,
89,Non alcoholic,Chocolate Drink,Coffee mug,"Water, Milk, Chocolate, ","Water, Milk - 3/4 L , Chocolate - 125 gr,","Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",http://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,,,,,,
90,Non alcoholic,Cranberry Punch,Punch Bowl,"Ginger Ale, Almond Flavoring, Pineapple Juice, Sugar, Cranberry Juice, ","Ginger ale - 2 qt , Almond flavoring - 1 tblsp , Pineapple juice - 4 cups , Sugar - 1 1/2 cup , Cranberry juice - 4 cups ,","Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",http://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,,,,,"['beer', 'gin']",
91,Alcoholic,Derby,Cocktail glass,"Mint, Peach Bitters, Gin, ","Mint - 2 Fresh leaves, Peach Bitters - 2 dashes, gin - 6 cl,",Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,http://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,,,,,['gin'],
92,Alcoholic,Diesel,Pint glass,"Blackcurrant Cordial, Cider, Lager, ","Blackcurrant cordial - 1 dash , Cider - 1/2 pint , Lager - 1/2 pint ,",Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,,,,,['beer'],
93,Alcoholic,Daiquiri,Cocktail glass,"Powdered Sugar, Lime, Light Rum, ","Powdered sugar - 1 tsp , Lime - Juice of 1/2 , Light rum - 1 1/2 oz ,",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,http://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,,,,,['rum'],
94,Alcoholic,Danbooka,Coffee Mug,"Everclear, Coffee, ","Everclear - 1 part , Coffee - 3 parts ,",pour it in and mix it.,http://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,,,,,,
95,Alcoholic,Downshift,Hurricane glass,"151 Proof Rum, Tequila, Sprite, Fruit Punch,","151 proof rum - Float Bacardi , Tequila - 2 shots , Sprite - 1 part , Fruit punch - 2 part ,","Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",http://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,,,,,"['rum', 'tequila']",
96,Alcoholic,Dragonfly,Highball glass,"Lime, Ginger Ale, Gin, ","Lime - 1 , Ginger ale - 4 oz , Gin - 1 1/2 oz ,","In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",https://i0.wp.com/www.deepsouthdistillery.co.za/wp-content/uploads/2019/11/%C2%A9-Deep-South-Distillery-Classic-Dragonfly.jpg?w=600&ssl=1,,,,,"['beer', 'gin']",
97,Alcoholic,Dry Martini,Cocktail glass,"Olive, Dry Vermouth, Gin, ","Olive - 1 , Dry Vermouth - 1/3 oz , Gin - 1 2/3 oz ,","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/6ck9yi1589574317.jpg,,,,,"['gin', 'wine']",['liqueurs']
98,Alcoholic,Dry Rob Roy,Cocktail glass,"Lemon Peel, Dry Vermouth, Scotch, ","Lemon peel - 1 twist of , Dry Vermouth - 1 1/2 tsp , Scotch - 2 1/2 oz ,","In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",http://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,,,,,"['whiskey', 'wine']",['liqueurs']
99,Alcoholic,Dirty Nipple,Shot glass,"Baileys Irish Cream, Sambuca, Kahlua, ","Baileys irish cream, Sambuca, Kahlua, ",This is a layered shot - the Bailey's must be on top,https://2.bp.blogspot.com/-u0tbckxDmRk/UlH5eCKevCI/AAAAAAAAYz4/yN6Hkd9RVeI/s640/3-PA050021.JPG,,,,,,['liqueurs']
100,Alcoholic,Dirty Martini,Cocktail glass,"Olive, Lemon, Olive Brine, Dry Vermouth, Vodka, ","Olive - 1, Lemon - 1 wedge, Olive Brine - 2 tbsp, Dry Vermouth - 1 tbsp, Vodka - 70ml/2fl oz,","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.

Rub the rim of a martini glass with the wedge of lemon.

Strain the contents of the cocktail shaker into the glass and add the olive.

A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",http://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,,,,,"['vodka', 'wine']",['liqueurs']
101,Alcoholic,Darkwood Sling,Cocktail glass,"Ice, Orange Juice, Soda Water, Cherry Heering, ","Ice - cubes, Orange juice - 1 part , Soda water - 1 part , Cherry Heering - 1 part ,","There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",http://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,,,,,,
102,Alcoholic,Dark and Stormy,Highball glass,"Ginger Beer, Dark Rum, ","Ginger Beer - 10 cl, Dark Rum - 5 cl,",In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,http://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,,,,,"['beer', 'gin', 'rum']",
103,Alcoholic,Dark Caipirinha,Highball glass,"Cachaca, Lime, Demerara Sugar, ","Cachaca - 2 1/2 oz, Lime - 1, demerara Sugar - 2 tsp ,","Muddle the sugar into the lime wedges in an old-fashioned glass.

Fill the glass with ice cubes.

Pour the cachaca into the glass.

Stir well.",https://hedgecombers.com/wp-content/uploads/2015/08/Cocktail-2064-2.jpg,,,,,,
104,Alcoholic,Duchamp's Punch,Old-fashioned glass,"Lavender, Pepper, Angostura Bitters, St. Germain, Pineapple Syrup, Lime Juice, Pisco, ","Lavender - 2 sprigs, Pepper - Pinch, Angostura Bitters - 2 Dashes, St. Germain - 1.5 cl, Pineapple Syrup - 2.5 cl, Lime Juice - 2.5 cl, Pisco - 5 cl,","Shake all ingredients.

Double strain in a chilled double old fashioned glass with abig ice cube.

Garnish with a couple of lavender sprigs",https://oursaltykitchen.com/wp-content/uploads/2020/08/lavender-cocktail-featured-image-500x500.jpg,,,,,['brandy'],['liqueurs']
105,Alcoholic,Damned if you do,Shot glass,"Hot Damn, Whiskey, ","Hot Damn - 0.25 oz , Whiskey - 0.75 oz ,",Pour into shot glass. Put in mouth. Repeat as deemed necessary.,https://static.wikia.nocookie.net/cocktails/images/9/9c/Hot_dang_3.jpg/revision/latest?cb=20140604023656,,,,,['whiskey'],
106,Alcoholic,Dubonnet Cocktail,Cocktail glass,"Lemon Peel, Bitters, Gin, Dubonnet Rouge, ","Lemon peel - 1 twist of , Bitters - 1 dash , Gin - 3/4 oz , Dubonnet Rouge - 1 1/2 oz ,",Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,http://www.thecocktaildb.com/images/media/drink/xxsuwr1439457147.jpg,,,,,['gin'],
107,Non alcoholic,Drinking Chocolate,Coffee mug,"Whipped Cream, Chocolate, Vanilla, Cinnamon, Milk, Heavy Cream, ","Whipped cream - Fresh , Chocolate - 2 oz finely chopped dark , Vanilla - 1 , Cinnamon - 1 stick , Milk - 6-8 oz , Heavy cream - 2 oz ,","Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",https://www.realthekitchenandbeyond.com/wp-content/uploads/2020/04/How-to-Make-Whipped-Chocolate-Milk.jpg,,,,,,
108,Alcoholic,Death in the Afternoon,Margarita glass,"Champagne, Absinthe, ","Champagne - Top, Absinthe - 2 shots,","Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.",https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg,,,,,['wine'],['liqueurs']
109,Non alcoholic,Egg Cream,Coffee mug,"Soda Water, Milk, Chocolate Syrup, ","Soda water - 6 oz , Milk - 6 oz whole , Chocolate syrup - 2 tblsp ,","Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,,,,,,
110,Optional alcohol,Egg Nog #4,Punch bowl,"Nutmeg, Sugar, Egg White, Whipping Cream, Salt, Vanilla Extract, Bourbon, Light Rum, Milk, Sugar, Egg Yolk, ","Nutmeg - Ground , Sugar - 1/4 cup , Egg white - 6 , Whipping cream - 1 cup , Salt - 1/4 tsp , Vanilla extract - 1 tsp , Bourbon - 1/2 cup , Light rum - 1/2 cup , Milk - 2 cups , Sugar - 1/4 cup , Egg yolk - 6 ,","In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",http://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,,,,,"['rum', 'whiskey']",
111,Alcoholic,English Highball,Highball glass,"Lemon Peel, Carbonated Water, Sweet Vermouth, Gin, Brandy, ","Lemon peel, Carbonated water, Sweet Vermouth - 3/4 oz , Gin - 3/4 oz , Brandy - 3/4 oz ,","Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",http://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,,,,,"['brandy', 'gin', 'wine']",['liqueurs']
112,Alcoholic,Espresso Martini,Cocktail glass,"Sugar Syrup, Kahlua, Vodka, ","Sugar syrup - 1 dash, Kahlua - 1 cl, Vodka - 5 cl,","Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",http://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,,,,,['vodka'],['liqueurs']
113,Alcoholic,Espresso Rumtini,Cocktail glass,"Coffee, Espresso, Vanilla Syrup, Rum, ","Coffee - 1 shot, Espresso - 1 shot, Vanilla syrup - 1/2 shot, Rum - 1 shot,",Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,,,,,['rum'],
114,Optional alcohol,Egg Nog - Healthy,Collins Glass,"Nutmeg, Rum, Vanilla Extract, Milk, Condensed Milk, Sugar, Egg, ","Nutmeg - 
, Rum - 1 tsp , Vanilla extract - 1 tsp , Milk - 3/4 cup skimmed , Condensed milk - 13 oz skimmed , Sugar - 3 tblsp , Egg - 1/2 cup ,","Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",http://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,,,,,['rum'],
